"ref_area.label","indicator.label","source.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Bosnia and Herzegovina","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2018",18.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2017",20.53,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2016",25.41,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2015",27.69,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2014",27.52,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2013",27.49,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2012",28.01,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2011",27.58,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2010",27.31,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2009",24.07,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2008",23.41,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2007",28.98,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2006",31.11,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","SDG indicator 8.5.2 - Unemployment rate (%)","HIES - Living Standards Survey","Sex: Total","Age (Youth, adults): 15+","2001",16.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Belarus","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2022",3.57,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old"
"Belarus","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2021",3.9,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old"
"Belarus","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2020",4.05,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old"
"Belarus","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2019",4.16,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old"
"Belarus","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2018",4.76,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old"
"Belarus","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2017",5.65,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old"
"Belarus","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2016",5.84,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 74 years old"
"Belarus","SDG indicator 8.5.2 - Unemployment rate (%)","PC - Population Census","Sex: Total","Age (Youth, adults): 15+","2009",6.1,,,,
"Belize","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2021",10.16,"Break in series",,"Unemployment definition: Two criteria (not in employment and currently available) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Belize","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2019",9.05,,,"Unemployment definition: Two criteria (not in employment and currently available)","Repository: ILO-STATISTICS - Micro data processing"
"Belize","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2017",6.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Belize","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2016",7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Belize","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2015",7.58,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Belize","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2014",8.24,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Belize","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2013",8.35,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Belize","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2008",8.18,,,,"Data reference period: May | Age coverage - minimum age: 14 years old"
"Belize","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2007",8.51,,,,"Data reference period: April | Age coverage - minimum age: 14 years old"
"Belize","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2006",9.39,,,,"Data reference period: April | Age coverage - minimum age: 14 years old"
"Belize","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2005",10.91,,,,"Data reference period: April | Age coverage - minimum age: 14 years old"
"Belize","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2002",10.04,,,,"Data reference period: April | Age coverage - minimum age: 14 years old"
"Belize","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2001",9.07,,,,"Data reference period: April | Age coverage - minimum age: 14 years old"
"Brazil","SDG indicator 8.5.2 - Unemployment rate (%)","HS - Continuous National Household Sample Survey","Sex: Total","Age (Youth, adults): 15+","2022",9.23,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","SDG indicator 8.5.2 - Unemployment rate (%)","HS - Continuous National Household Sample Survey","Sex: Total","Age (Youth, adults): 15+","2021",13.16,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","SDG indicator 8.5.2 - Unemployment rate (%)","HS - Continuous National Household Sample Survey","Sex: Total","Age (Youth, adults): 15+","2020",13.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","SDG indicator 8.5.2 - Unemployment rate (%)","HS - Continuous National Household Sample Survey","Sex: Total","Age (Youth, adults): 15+","2019",11.94,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","SDG indicator 8.5.2 - Unemployment rate (%)","HS - Continuous National Household Sample Survey","Sex: Total","Age (Youth, adults): 15+","2018",12.33,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","SDG indicator 8.5.2 - Unemployment rate (%)","HS - Continuous National Household Sample Survey","Sex: Total","Age (Youth, adults): 15+","2017",12.79,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","SDG indicator 8.5.2 - Unemployment rate (%)","HS - Continuous National Household Sample Survey","Sex: Total","Age (Youth, adults): 15+","2016",11.58,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","SDG indicator 8.5.2 - Unemployment rate (%)","HS - Continuous National Household Sample Survey","Sex: Total","Age (Youth, adults): 15+","2015",8.54,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","SDG indicator 8.5.2 - Unemployment rate (%)","HS - Continuous National Household Sample Survey","Sex: Total","Age (Youth, adults): 15+","2014",6.76,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","SDG indicator 8.5.2 - Unemployment rate (%)","HS - Continuous National Household Sample Survey","Sex: Total","Age (Youth, adults): 15+","2013",7.07,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","SDG indicator 8.5.2 - Unemployment rate (%)","HS - Continuous National Household Sample Survey","Sex: Total","Age (Youth, adults): 15+","2012",7.25,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
